id,date,product,price,quantity
1,1633392000000.0,Skirt - 29 Foot,12.5,1
2,1633651200000.0,Sprouts - Baby Pea Tendrils,19.9,4
3,1633651200000.0,Soup Campbells Beef With Veg,3.0,5
4,1633824000000.0,Sprite - 355 Ml,16.2,5
5,1633651200000.0,Creamers - 10%,3.1,3
6,1633305600000.0,Tomato - Tricolor Cherry,17.9,3
7,1633305600000.0,Beef - Montreal Smoked Brisket,9.7,5
8,1633305600000.0,Chocolate - Compound Coating,16.8,2
9,1633737600000.0,Fondant - Icing,14.1,3
10,1633651200000.0,Tea Peppermint,15.3,3
11,1633824000000.0,Muffin Hinge - 211n,7.4,4
12,1633392000000.0,Jolt Cola - Electric Blue,11.5,5
13,1633651200000.0,Plate Foam Laminated 9in Blk,3.0,1
14,1633564800000.0,Shopper Bag - S - 4,2.4,5
15,1633305600000.0,Wine - Fontanafredda Barolo,2.0,1
16,1633478400000.0,"Pineapple - Canned, Rings",4.5,5
17,1633305600000.0,Cookies Cereal Nut,4.3,5
18,1633824000000.0,Veal - Osso Bucco,19.3,1
19,1633305600000.0,Plasticforkblack,4.3,3
20,1633305600000.0,Steel Wool,3.5,4
21,1633305600000.0,Chocolate Bar - Coffee Crisp,8.2,1
22,1633564800000.0,Milk - Chocolate 250 Ml,19.3,3
23,1633478400000.0,Dragon Fruit,18.0,1
24,1633564800000.0,Appetizer - Assorted Box,16.6,1
25,1633392000000.0,Worcestershire Sauce,1.2,2
26,1633737600000.0,Salmon - Sockeye Raw,7.3,1
27,1636156800000.0,Lamb Leg - Bone - In Nz,11.6,1
28,1633305600000.0,Wine - Magnotta - Belpaese,1.0,4
29,1633737600000.0,Energy Drink - Franks Original,4.5,2
30,1633305600000.0,Contreau,14.4,5
31,1633824000000.0,Quail - Jumbo Boneless,15.0,3
32,1633478400000.0,Muffin - Mix - Strawberry Rhubarb,9.2,4
33,1633824000000.0,"Nut - Pecan, Halves",12.8,2
34,1633564800000.0,"Garlic - Primerba, Paste",15.4,2
35,1633824000000.0,Containter - 3oz Microwave Rect.,16.8,1
36,1633392000000.0,Halibut - Steaks,9.2,5
37,1633651200000.0,Oil - Margarine,17.0,2
38,1633824000000.0,"Soup - Campbells, Chix Gumbo",1.3,3
39,1633392000000.0,"Chicken - Diced, Cooked",2.7,2
40,1633651200000.0,Sauce - Salsa,19.3,4
41,1633392000000.0,Crackers - Melba Toast,17.9,1
42,1633478400000.0,"Soup - Campbells, Beef Barley",7.0,2
43,1633392000000.0,"Artichoke - Bottom, Canned",6.8,1
44,1633824000000.0,Squash - Acorn,10.1,1
45,1633305600000.0,"Oranges - Navel, 72",3.9,5
46,1636156800000.0,Turkey - Oven Roast Breast,6.6,4
47,1633564800000.0,"Shrimp - Baby, Cold Water",4.5,2
48,1633392000000.0,Sausage - Blood Pudding,7.9,5
49,1633392000000.0,Salt - Sea,10.2,2
50,1633737600000.0,"Mushroom - Oyster, Fresh",5.3,5
51,1633478400000.0,Soup Campbells Turkey Veg.,15.1,4
52,1633651200000.0,Truffle Cups - White Paper,18.1,5
53,1633824000000.0,Tart - Raisin And Pecan,6.4,2
54,1633392000000.0,Basil - Fresh,15.0,1
55,1633564800000.0,Canada Dry,13.7,3
56,1633651200000.0,Momiji Oroshi Chili Sauce,4.2,2
57,1633564800000.0,Wine - Zinfandel Rosenblum,13.0,4
58,1633305600000.0,Macaroons - Two Bite Choc,3.5,2
59,1633564800000.0,Lemonade - Pineapple Passion,18.2,5
60,1633737600000.0,Wine - Chenin Blanc K.w.v.,9.9,4
61,1633478400000.0,Onion Powder,2.8,5
62,1633564800000.0,V8 - Berry Blend,18.7,4
63,1633305600000.0,Sauce - Mint,15.7,4
64,1633824000000.0,"Pepper - Paprika, Hungarian",8.8,3
65,1633478400000.0,Wine - Vidal Icewine Magnotta,14.3,5
66,1633651200000.0,Chocolate - White,10.2,1
67,1633564800000.0,"Bread - Dark Rye, Loaf",1.4,1
68,1633824000000.0,Compound - Raspberry,13.1,4
69,1633564800000.0,Salmon Steak - Cohoe 8 Oz,11.7,2
70,1633305600000.0,Potatoes - Fingerling 4 Oz,2.0,2
71,1633564800000.0,Cabbage - Red,9.5,2
72,1633737600000.0,Wine - Rubyport,8.2,2
73,1633305600000.0,Pastry - Carrot Muffin - Mini,1.3,1
74,1633564800000.0,Eggplant - Asian,11.4,1
75,1633305600000.0,Jameson Irish Whiskey,19.2,4
76,1633651200000.0,"Flour - Buckwheat, Dark",7.0,5
77,1633478400000.0,"Cheese - Brie,danish",12.1,5
78,1633392000000.0,Bread - Malt,4.9,4
79,1633478400000.0,Calaloo,10.7,5
80,1633564800000.0,Cauliflower,15.2,5
81,1633737600000.0,Cheese - Goat With Herbs,17.7,4
82,1633478400000.0,Bread - Ciabatta Buns,17.9,5
83,1633478400000.0,Pastry - Baked Scones - Mini,14.0,3
84,1633478400000.0,Oil - Olive,12.7,3
85,1633305600000.0,Mix - Cocktail Strawberry Daiquiri,10.6,2
86,1633392000000.0,Cheese - Le Cheve Noir,18.1,4
87,1633564800000.0,Flour - Semolina,15.0,1
88,1633305600000.0,Truffle Shells - Semi - Sweet,3.9,1
89,1633824000000.0,Ham - Cooked Bayonne Tinned,8.5,3
90,1633305600000.0,Ice Cream Bar - Oreo Cone,9.7,1
91,1633737600000.0,Pastry - Cheese Baked Scones,8.8,2
92,1633392000000.0,Veal - Insides Provini,14.8,3
93,1633305600000.0,Tea - Green,14.8,2
94,1633651200000.0,"Mushroom - Shitake, Fresh",12.0,2
95,1633305600000.0,Assorted Desserts,17.0,4
96,1633392000000.0,Crab - Meat,19.0,2
97,1633824000000.0,Cafe Royale,16.3,5
98,1633478400000.0,Lettuce - Treviso,16.8,5
99,1633737600000.0,Crackers - Water,15.2,1
100,1633392000000.0,Beer - Camerons Auburn,8.9,2
101,1633824000000.0,Salt And Pepper Mix - White,11.0,3
102,1633392000000.0,"Tortillas - Flour, 10",1.8,5
103,1633651200000.0,Mussels - Frozen,4.2,3
104,1633824000000.0,Crackers Cheez It,9.3,3
105,1633651200000.0,Tomato Puree,7.6,1
106,1633305600000.0,Sausage - Andouille,18.5,4
107,1633478400000.0,Wheat - Soft Kernal Of Wheat,14.6,3
108,1633651200000.0,Paste - Black Olive,19.7,1
109,1633737600000.0,Cape Capensis - Fillet,14.6,1
110,1633651200000.0,"Apple - Delicious, Golden",14.2,2
111,1633392000000.0,"Pork - Bacon,back Peameal",14.5,4
112,1633824000000.0,Truffle Cups - Brown,18.7,4
113,1633737600000.0,Flour Dark Rye,4.4,1
114,1633478400000.0,Tomatoes - Grape,17.6,4
115,1633564800000.0,Shrimp - Prawn,2.6,1
116,1633392000000.0,Glaze - Clear,19.7,2
117,1633737600000.0,Pepper - Jalapeno,15.6,5
118,1633564800000.0,Bay Leaf Ground,8.3,3
119,1633392000000.0,Beer - Steamwhistle,5.1,2
120,1633651200000.0,"Potatoes - Instant, Mashed",13.3,4
121,1633824000000.0,"Pepper - Black, Ground",2.9,3
122,1633564800000.0,Wine - Black Tower Qr,8.6,5
123,1633305600000.0,Shiratamako - Rice Flour,11.6,2
124,1633737600000.0,Icecream - Dibs,2.8,1
125,1633305600000.0,Sandwich Wrap,15.6,5
126,1633737600000.0,Browning Caramel Glace,5.8,4
127,1633478400000.0,Ecolab - Hobart Upr Prewash Arm,11.5,2
128,1633651200000.0,Wine - Zonnebloem Pinotage,16.0,5
129,1633392000000.0,Mousse - Banana Chocolate,7.1,5
130,1633305600000.0,Oil - Sunflower,17.3,5
131,1633651200000.0,Beer - Corona,6.7,5
132,1633824000000.0,Ham - Cooked Italian,11.8,3
133,1633478400000.0,Scallops - 20/30,17.0,5
134,1633824000000.0,"Mushroom - Trumpet, Dry",17.7,5
135,1633305600000.0,"Wine - Red, Harrow Estates, Cab",13.5,3
136,1633651200000.0,Coffee - Irish Cream,9.6,4
137,1633824000000.0,Bread - White Mini Epi,2.5,3
138,1633651200000.0,Cookies - Fortune,6.0,1
139,1633478400000.0,Flour - Fast / Rapid,13.9,2
140,1633564800000.0,"Liqueur Banana, Ramazzotti",19.3,4
141,1633564800000.0,Canada Dry,5.5,1
142,1633478400000.0,Chambord Royal,5.9,4
143,1633478400000.0,"Cod - Salted, Boneless",1.1,4
144,1633305600000.0,"Wine - White, Lindemans Bin 95",16.7,3
145,1633824000000.0,"Salmon - Atlantic, Skin On",14.1,1
146,1633392000000.0,Wine - Chardonnay Mondavi,15.3,4
147,1633564800000.0,Wine - Casablanca Valley,10.7,4
148,1633392000000.0,Coffee - Egg Nog Capuccino,9.5,5
149,1633478400000.0,Chick Peas - Canned,14.5,1
150,1633478400000.0,Cheese - Parmigiano Reggiano,12.6,2
151,1633305600000.0,Orange - Tangerine,15.0,3
152,1633392000000.0,Steampan - Foil,6.6,3
153,1633651200000.0,Nestea - Iced Tea,10.0,1
154,1633305600000.0,Flour - Masa De Harina Mexican,9.4,4
155,1633305600000.0,"Pasta - Fusili, Dry",8.1,4
156,1633824000000.0,Veal - Heart,4.3,4
157,1633305600000.0,Bread - Malt,18.9,1
158,1633564800000.0,Hot Chocolate - Individual,2.2,3
159,1633564800000.0,Scampi Tail,19.1,4
160,1633737600000.0,Bread - Raisin Walnut Pull,11.0,2
161,1633478400000.0,Milk - Skim,7.2,2
162,1633737600000.0,Energy Drink - Franks Pineapple,1.0,3
163,1633737600000.0,Langers - Cranberry Cocktail,6.0,3
164,1633564800000.0,Coffee - Frthy Coffee Crisp,7.7,5
165,1633737600000.0,Sugar Thermometer,18.0,2
166,1633564800000.0,Island Oasis - Strawberry,2.9,1
167,1633564800000.0,Miso Paste White,1.1,1
168,1633564800000.0,Butter Ripple - Phillips,6.1,4
169,1633824000000.0,Tomato Paste,14.6,1
170,1633564800000.0,Liquid Aminios Acid - Braggs,6.7,2
171,1633737600000.0,Cake - Pancake,2.9,4
172,1633737600000.0,Sauce - Chili,16.9,3
173,1633564800000.0,Syrup - Monin - Granny Smith,10.5,2
174,1633392000000.0,Spaghetti Squash,5.1,5
175,1633651200000.0,Wine - Spumante Bambino White,6.4,1
176,1633392000000.0,Pernod,13.6,3
177,1633824000000.0,Dried Apple,1.4,3
178,1633305600000.0,Potatoes - Yukon Gold 5 Oz,1.7,4
179,1633651200000.0,Octopus,4.8,2
180,1633392000000.0,Buffalo - Tenderloin,10.7,2
181,1633305600000.0,"Pork - Back, Short Cut, Boneless",3.9,1
182,1633478400000.0,Creme De Banane - Marie,5.6,3
183,1633651200000.0,Coffee Decaf Colombian,2.9,5
184,1633651200000.0,Kellogs Cereal In A Cup,16.6,5
185,1633564800000.0,Taro Root,15.1,1
186,1633392000000.0,Chip - Potato Dill Pickle,14.0,1
187,1633564800000.0,Squash - Pepper,1.5,5
188,1633737600000.0,Kellogs Cereal In A Cup,13.2,3
189,1633392000000.0,Plate Foam Laminated 9in Blk,8.2,2
190,1633305600000.0,"Extract - Vanilla,artificial",5.2,5
191,1633305600000.0,Wine - Chianti Classica Docg,7.8,5
192,1633737600000.0,Lamb - Rack,19.0,4
193,1633392000000.0,"Shrimp - Baby, Warm Water",11.8,4
194,1633651200000.0,Steel Wool,18.5,5
195,1633651200000.0,Shrimp - 150 - 250,9.2,4
196,1633305600000.0,Cleaner - Bleach,1.7,2
197,1633305600000.0,Shiratamako - Rice Flour,5.6,4
198,1633305600000.0,Coffee Cup 16oz Foam,16.4,5
199,1633564800000.0,Cheese - Augre Des Champs,18.8,3
200,1633651200000.0,Wine - Riesling Dr. Pauly,9.9,1
201,1633564800000.0,Blueberries - Frozen,1.8,1
202,1633478400000.0,"Lobster - Baby, Boiled",14.9,5
203,1633651200000.0,Dried Cranberries,15.1,2
204,1633305600000.0,Pie Pecan,2.3,5
205,1633564800000.0,Foam Espresso Cup Plain White,14.2,1
206,1633651200000.0,Mustard - Pommery,6.7,4
207,1633478400000.0,Fireball Whisky,19.9,5
208,1633392000000.0,"Nut - Pistachio, Shelled",8.3,2
209,1633737600000.0,"Sprite, Diet - 355ml",6.8,1
210,1633824000000.0,Containter - 3oz Microwave Rect.,18.1,5
211,1633305600000.0,Maintenance Removal Charge,7.0,4
212,1633737600000.0,Wine - Clavet Saint Emilion,6.6,5
213,1633564800000.0,Coffee - Irish Cream,18.0,4
214,1633392000000.0,Sauce - Rosee,9.8,2
215,1633564800000.0,Juice - Ocean Spray Kiwi,14.0,1
216,1633392000000.0,Egg - Salad Premix,13.1,1
217,1633824000000.0,Fudge - Chocolate Fudge,10.0,4
218,1633737600000.0,"Potatoes - Yukon Gold, 80 Ct",9.9,1
219,1633305600000.0,Beer - Heinekin,19.2,5
220,1633392000000.0,"Pasta - Penne Primavera, Single",3.4,3
221,1633737600000.0,"Lid - High Heat, Super Clear",18.3,3
222,1633392000000.0,Latex Rubber Gloves Size 9,3.5,2
223,1633392000000.0,"Beef - Ox Tongue, Pickled",19.9,4
224,1633478400000.0,Ecolab Crystal Fusion,3.8,3
225,1633824000000.0,Lemon Grass,12.7,2
226,1633824000000.0,Skewers - Bamboo,12.2,2
227,1633564800000.0,"Coke - Classic, 355 Ml",14.1,5
228,1633564800000.0,Kohlrabi,17.7,4
229,1633392000000.0,Ecolab - Lime - A - Way 4/4 L,19.9,4
230,1633305600000.0,Jack Daniels,5.2,3
231,1633392000000.0,Table Cloth 54x54 Colour,12.5,2
232,1633305600000.0,Sauce - Hoisin,13.0,2
233,1633392000000.0,Shrimp - Black Tiger 16/20,7.2,4
234,1633478400000.0,Wine - Port Late Bottled Vintage,10.7,1
235,1633392000000.0,Nescafe - Frothy French Vanilla,14.6,2
236,1633392000000.0,"Soup - Knorr, Veg / Beef",5.2,5
237,1633651200000.0,Jolt Cola,17.8,3
238,1633392000000.0,Chicken - Tenderloin,19.7,1
239,1633824000000.0,Eggs - Extra Large,9.6,3
240,1633305600000.0,"Ice - Clear, 300 Lb For Carving",5.8,1
241,1633824000000.0,Nantucket Cranberry Juice,19.3,5
242,1633305600000.0,"Crush - Grape, 355 Ml",13.2,1
243,1633824000000.0,Island Oasis - Ice Cream Mix,19.5,4
244,1633478400000.0,Sage - Rubbed,2.3,3
245,1633737600000.0,Olives - Morracan Dired,8.5,3
246,1633824000000.0,Muffin - Mix - Bran And Maple 15l,7.6,1
247,1633478400000.0,Fiddlehead - Frozen,4.3,3
248,1633392000000.0,Muffin - Carrot Individual Wrap,17.3,2
249,1633478400000.0,Thermometer Digital,4.4,5
250,1633392000000.0,Cake - Cake Sheet Macaroon,15.8,2
251,1633737600000.0,Liquid Aminios Acid - Braggs,18.0,2
252,1633824000000.0,Beer - Paulaner Hefeweisse,17.2,5
253,1633737600000.0,"Lemonade - Black Cherry, 591 Ml",4.1,2
254,1633651200000.0,Wine - Fume Blanc Fetzer,6.5,3
255,1633651200000.0,Lettuce - Belgian Endive,16.2,2
256,1633564800000.0,"Water - Mineral, Carbonated",11.1,2
257,1633824000000.0,Anchovy Paste - 56 G Tube,8.2,3
258,1633478400000.0,Nantucket - 518ml,5.0,3
259,1633651200000.0,Miso - Soy Bean Paste,3.8,5
260,1633737600000.0,Chocolate - Mi - Amere Semi,18.3,4
261,1633305600000.0,Wine - Fontanafredda Barolo,2.9,2
262,1633392000000.0,Truffle Shells - Semi - Sweet,3.1,3
263,1633651200000.0,Onions - Red Pearl,1.2,4
264,1633478400000.0,"Sauce - Soya, Light",14.6,4
265,1633651200000.0,Bacardi Raspberry,1.8,3
266,1633651200000.0,Shrimp - 150 - 250,16.8,4
267,1633651200000.0,Pepper - Green,3.3,2
268,1633478400000.0,Piping Jelly - All Colours,15.4,4
269,1633478400000.0,Pastry - Chocolate Chip Muffin,16.9,1
270,1633305600000.0,Soup Campbells Turkey Veg.,11.8,3
271,1633737600000.0,"Cheese - Brie,danish",3.6,1
272,1633737600000.0,Tomatoes - Roma,2.4,4
273,1633305600000.0,Wine - Tribal Sauvignon,3.0,2
274,1633564800000.0,Ice Cream - Turtles Stick Bar,5.9,4
275,1633305600000.0,Wine - Champagne Brut Veuve,9.8,4
276,1633478400000.0,"Fish - Halibut, Cold Smoked",8.5,4
277,1633737600000.0,Amarula Cream,7.4,3
278,1633305600000.0,Appetizer - Assorted Box,7.4,4
279,1633824000000.0,Mcgillicuddy Vanilla Schnap,10.3,1
280,1633651200000.0,Bag Stand,19.0,2
281,1633737600000.0,Miso - Soy Bean Paste,2.0,1
282,1633651200000.0,"Onions - Dried, Chopped",18.5,1
283,1633651200000.0,Cookie Chocolate Chip With,1.7,1
284,1633478400000.0,Fudge - Cream Fudge,18.2,3
285,1633392000000.0,Chips - Potato Jalapeno,17.7,5
286,1633478400000.0,Chips Potato All Dressed - 43g,2.4,3
287,1633824000000.0,Ice Cream - Strawberry,2.9,5
288,1633305600000.0,"Beef - Ground, Extra Lean, Fresh",11.2,5
289,1633824000000.0,"Napkin - Dinner, White",13.6,2
290,1633564800000.0,Pastry - Cheese Baked Scones,3.4,1
291,1633824000000.0,"Loaf Pan - 2 Lb, Foil",11.0,5
292,1633824000000.0,Maintenance Removal Charge,14.8,1
293,1633478400000.0,"Nestea - Ice Tea, Diet",6.7,3
294,1633392000000.0,Zucchini - Yellow,19.5,3
295,1633392000000.0,Sour Puss - Tangerine,16.6,5
296,1633737600000.0,Sauerkraut,4.3,1
297,1633392000000.0,Meldea Green Tea Liquor,10.5,5
298,1633392000000.0,Milk - Chocolate 250 Ml,5.2,3
299,1633478400000.0,Haggis,5.4,3
300,1633651200000.0,Cilantro / Coriander - Fresh,11.0,2
301,1633564800000.0,Wine - Chenin Blanc K.w.v.,19.5,3
302,1633392000000.0,Lentils - Green Le Puy,10.4,5
303,1633564800000.0,Dried Apple,6.4,4
304,1633478400000.0,Soup - Campbells Bean Medley,10.7,2
305,1633478400000.0,Soup - Tomato Mush. Florentine,19.2,1
306,1633478400000.0,"Pasta - Canelloni, Single Serve",15.1,1
307,1633478400000.0,"Wine - Red, Mouton Cadet",16.3,5
308,1633478400000.0,Sherry - Dry,9.9,5
309,1633737600000.0,Chicken Breast Wing On,8.2,5
310,1633305600000.0,Coffee - French Vanilla Frothy,3.9,2
311,1633824000000.0,Cheese - Valancey,14.2,5
312,1633824000000.0,Isomalt,3.3,3
313,1633478400000.0,Wine - Delicato Merlot,15.0,5
314,1633305600000.0,Cookie Dough - Chunky,3.9,4
315,1633824000000.0,Steam Pan Full Lid,4.7,4
316,1633824000000.0,Chicken - Soup Base,6.2,4
317,1633824000000.0,Kiwi Gold Zespri,7.9,4
318,1633392000000.0,Sword Pick Asst,3.0,3
319,1633737600000.0,Pasta - Canelloni,8.8,2
320,1633651200000.0,Vinegar - Champagne,7.8,2
321,1633824000000.0,"Sprite, Diet - 355ml",15.0,2
322,1633824000000.0,Pastry - Lemon Danish - Mini,9.9,2
323,1633737600000.0,"Napkin - Beverge, White 2 - Ply",10.1,4
324,1633737600000.0,Tomato - Plum With Basil,16.7,5
325,1633651200000.0,Cookie Dough - Chunky,16.9,2
326,1633478400000.0,Vaccum Bag 10x13,8.3,2
327,1633824000000.0,Bread - 10 Grain,5.6,3
328,1633392000000.0,Cheese - Goat With Herbs,1.5,3
329,1633651200000.0,Puree - Mango,10.6,4
330,1633305600000.0,Wasabi Paste,1.1,4
331,1633305600000.0,"Basil - Dry, Rubbed",2.4,4
332,1633737600000.0,Coffee - Espresso,4.8,5
333,1633305600000.0,"Salsify, Organic",9.4,3
334,1633824000000.0,Bread - Italian Roll With Herbs,5.9,5
335,1633737600000.0,Quail - Jumbo Boneless,11.5,3
